:PAPER_ID(ARTICLE_ID),:PLACE_ID(VENUE_ID),:TYPE
8238a259-88d8-442d-a87a-fc754a384079, Communications of The ACM,ARTICLE_VENUE
87c83875-87ab-4685-8a19-7af1a9e7e0ad, international conference on software engineering,ARTICLE_VENUE
8a34ae95-79a7-4082-b519-e91a8d531234, Lecture Notes in Computer Science,ARTICLE_VENUE
90ddf351-dcc0-4155-820e-1ffa5e16ace4, Lecture Notes in Computer Science,ARTICLE_VENUE
9e93d718-b03c-4bc5-a2bc-f9e38f3788af, international conference on software engineering,ARTICLE_VENUE
b67ecd0c-77bf-4e8f-b1b9-9a39c5d598a4, Lecture Notes in Computer Science,ARTICLE_VENUE
b7acf010-6292-4e09-a1e6-ef4b0037e06c, international conference on software engineering,ARTICLE_VENUE
bc9beabb-a548-4593-8548-5d2ea80cba58, Communications of The ACM,ARTICLE_VENUE
bf843820-65a7-4b3d-ac2a-c4455a97f93a, Communications of The ACM,ARTICLE_VENUE
bfdb48c7-df1c-4630-8164-1a182de62595, international conference on software engineering,ARTICLE_VENUE
c38ac1d3-f6d9-42b6-afbc-3467d87f83b8, Lecture Notes in Computer Science,ARTICLE_VENUE
c3bb9616-badb-4401-a184-3658f3e2f115, international conference on software engineering,ARTICLE_VENUE
c514a804-80b6-4f9b-ae8b-743db6f68303, Lecture Notes in Computer Science,ARTICLE_VENUE
c76b6326-c568-4a04-a532-dee8aaf673fc, Lecture Notes in Computer Science,ARTICLE_VENUE
ca8489a8-cfa6-4fc9-88cf-f2ac6d632666, international conference on software engineering,ARTICLE_VENUE
ce11ceb2-29ce-498f-956b-05bde5bbf33b, Lecture Notes in Computer Science,ARTICLE_VENUE
cfbef4ee-a71a-43f7-bfed-85a6d141ba12, international conference on software engineering,ARTICLE_VENUE
e0ebbfb2-fc91-4be7-9965-627b53f5b264, international conference on software engineering,ARTICLE_VENUE
0282b6b2-a1da-46c4-ab9d-97cdd1a65e57, international conference on software engineering,ARTICLE_VENUE
132b06d1-b873-4718-8aec-65e5e044e818, Lecture Notes in Computer Science,ARTICLE_VENUE
15642ac1-98ed-4439-b0cb-3659c1ce83ec, international conference on software engineering,ARTICLE_VENUE
161a1658-446c-4459-876b-67c0749d0061, international conference on software engineering,ARTICLE_VENUE
1691eb21-8b07-4579-b1da-9813a79789b9, Communications of The ACM,ARTICLE_VENUE
19cc01dc-be7c-4e52-af77-a5c8404f35dc, Lecture Notes in Computer Science,ARTICLE_VENUE
25404e33-c14a-465b-8d20-41d749187872, Lecture Notes in Computer Science,ARTICLE_VENUE
25ebda5e-6100-4d81-a5d6-933c94003f05, Lecture Notes in Computer Science,ARTICLE_VENUE
e7571381-ec88-4012-851f-548f87e932e0, Lecture Notes in Computer Science,ARTICLE_VENUE
f7fadf3d-ef7d-486a-bef6-a715a3755ab5, Communications of The ACM,ARTICLE_VENUE
ff81253a-dc1e-472c-9c78-96c3d35b9c8e, Lecture Notes in Computer Science,ARTICLE_VENUE
33138fec-7ed2-4826-b2a8-d8946bacad19, international conference on software engineering,ARTICLE_VENUE
3752ab74-f230-4281-936f-bd6b0b3ed41e, international conference on software engineering,ARTICLE_VENUE
3ba7aaf8-85b2-459e-bcf7-6baf6abc7318, Lecture Notes in Computer Science,ARTICLE_VENUE
4a9d6018-08e3-40b2-9e91-765225f49ca1, Communications of The ACM,ARTICLE_VENUE
52a01234-9264-423d-8dd1-73fd7ecde7f3, Communications of The ACM,ARTICLE_VENUE
5a2ccfbe-5d0f-4f9f-aab9-9e2a77ae2c80, international conference on software engineering,ARTICLE_VENUE
65a30cae-b2b3-41bf-8c0d-2a4c3ba9e99a, Lecture Notes in Computer Science,ARTICLE_VENUE
666ea995-93c5-45c2-bad2-eb01a3e1361b, international conference on software engineering,ARTICLE_VENUE
88183f77-6603-43d7-9474-8b740b5aef82, Lecture Notes in Computer Science,ARTICLE_VENUE
9292bf94-8e62-4918-827a-2035001cf250, Lecture Notes in Computer Science,ARTICLE_VENUE
952b0950-b96a-4fad-9e26-051215ccc52f, Communications of The ACM,ARTICLE_VENUE
984dea01-8d99-4b8c-9b4e-ae58ecc90fec, Lecture Notes in Computer Science,ARTICLE_VENUE
9a88bc78-0e62-4831-a4f7-5a79f0b6f3e6, Lecture Notes in Computer Science,ARTICLE_VENUE
9aef3c58-8baf-40c5-ba9f-2949aedad945, Lecture Notes in Computer Science,ARTICLE_VENUE
ab0748b5-0fa3-40e1-a2e3-d05b0031e4b0, international conference on software engineering,ARTICLE_VENUE
b60e4ac3-a96f-4f49-8314-c21a0c3c7b17, Communications of The ACM,ARTICLE_VENUE
000092e7-166f-40d4-b3d2-9912e3cc1e39, Lecture Notes in Computer Science,ARTICLE_VENUE
00aa301c-175e-4a35-8cbd-309da5e1661c, Lecture Notes in Computer Science,ARTICLE_VENUE
c3b522fc-15ad-4d2e-a8c6-3e552853662d, international conference on software engineering,ARTICLE_VENUE
c6a0cd04-34df-43d9-b094-44ae4cd2b990, Lecture Notes in Computer Science,ARTICLE_VENUE
cef22a93-9a54-409c-ab4f-798125a09c35, Communications of The ACM,ARTICLE_VENUE
e5a0531f-a62d-43cb-9d95-f17e29c70baf, Lecture Notes in Computer Science,ARTICLE_VENUE
f4e2ba40-1216-4e5d-b3f6-7e61904f37fa, Lecture Notes in Computer Science,ARTICLE_VENUE
0686c1a7-ae58-4047-bf50-0062b0569dee, Lecture Notes in Computer Science,ARTICLE_VENUE
10a1d9fc-7c70-4a50-a464-b8ffaee2ffa1, international conference on software engineering,ARTICLE_VENUE
17107216-994b-48aa-865e-bf7edeefc063, Communications of The ACM,ARTICLE_VENUE
1a37b51e-c6f3-471a-a729-8efbe7de3a50, Lecture Notes in Computer Science,ARTICLE_VENUE
1c66d4dc-baee-4aa0-9712-f935a59b5d13, Lecture Notes in Computer Science,ARTICLE_VENUE
213fe7a6-b2e8-4473-a073-dc59313f4e3a, international conference on software engineering,ARTICLE_VENUE
2498da27-22ec-4311-8531-208bc7ed6dfb, international conference on software engineering,ARTICLE_VENUE
341bb436-f76d-421a-ac96-376dcedb2ad2, Lecture Notes in Computer Science,ARTICLE_VENUE
3754f204-3b7f-4e4d-9a46-dcb9fde26348, Lecture Notes in Computer Science,ARTICLE_VENUE
3a1f316f-a45f-4cdd-97cc-e57b91eb20d4, Lecture Notes in Computer Science,ARTICLE_VENUE
556cb669-9d98-4acf-bd13-64c0028e0135, Lecture Notes in Computer Science,ARTICLE_VENUE
5dfe2fdb-6b62-4839-9fab-59f6be41bdaa, Communications of The ACM,ARTICLE_VENUE
60d54578-9963-4cf2-8842-0d77c823dc74, Lecture Notes in Computer Science,ARTICLE_VENUE
6bd52d09-ee60-49b1-8fb0-3c9138fb5662, international conference on software engineering,ARTICLE_VENUE
6ef364f1-af8a-46d8-add0-9d005c3b7699, advances in computing and communications,ARTICLE_VENUE
959610d5-3b44-4af8-afdd-2f958a8650e0, Communications of The ACM,ARTICLE_VENUE
9e73c9a7-98d4-45ab-8561-1b5065303112, international conference on software engineering,ARTICLE_VENUE
a023d054-84be-45da-894c-c1d94a696e13, Communications of The ACM,ARTICLE_VENUE
a2496c13-76e9-4524-bfb9-4706fbeaa71c, Lecture Notes in Computer Science,ARTICLE_VENUE
a413172b-6ddd-4167-be19-2f3a538668bc, Communications of The ACM,ARTICLE_VENUE
b4e015ee-17a7-4264-8852-298561fb67d6, Communications of The ACM,ARTICLE_VENUE
b74e62e3-23a3-4f9b-a1f4-444a0b4127c0, advances in computing and communications,ARTICLE_VENUE
bc63e6e7-1e76-4a00-9a9a-f9878a8247f1, Lecture Notes in Computer Science,ARTICLE_VENUE
bc877a85-3b91-46a9-b45e-1c169951aeac, Communications of The ACM,ARTICLE_VENUE
c075c681-0590-4fda-b85f-4941c133f5ad, Lecture Notes in Computer Science,ARTICLE_VENUE
c98f8b03-193a-423c-b7e8-a2c4fb120f31, Lecture Notes in Computer Science,ARTICLE_VENUE
d3749b3c-a321-48a2-bd65-17b33a147c8d, Lecture Notes in Computer Science,ARTICLE_VENUE
d967f588-ed50-4d92-b958-74df440b472a, Lecture Notes in Computer Science,ARTICLE_VENUE
d9aaf24c-adc8-4db0-b58a-22c618a57c89, Lecture Notes in Computer Science,ARTICLE_VENUE
04575365-cf2c-4f29-8a23-97d34213230e, international conference on software engineering,ARTICLE_VENUE
095f21d7-3c9e-415d-8bf2-3c03bf6d8425, international conference on software engineering,ARTICLE_VENUE
182e5ba6-1194-4652-a7ae-e09cba173289, Communications of The ACM,ARTICLE_VENUE
18b6c910-b212-4b2d-9ac9-6119f3d2f088, Communications of The ACM,ARTICLE_VENUE
1b119bb2-4472-4e66-8621-7e1a2d01527f, Lecture Notes in Computer Science,ARTICLE_VENUE
1cef3f69-d1dd-4404-8431-710b4e8e7902, Lecture Notes in Computer Science,ARTICLE_VENUE
dcd7eff8-f964-469a-ba77-e85a6bd780f0, Lecture Notes in Computer Science,ARTICLE_VENUE
e9ffc2b8-7d60-42c7-ae67-196db36fed23, Lecture Notes in Computer Science,ARTICLE_VENUE
ecf96d6c-ee6d-46b3-b0f1-0036cdb0f99b, Lecture Notes in Computer Science,ARTICLE_VENUE
ed64ef74-bcea-4802-bbb1-c0b159863851, Lecture Notes in Computer Science,ARTICLE_VENUE
ef157095-9abe-4e0f-bfc8-c1a6817cd291, international conference on software engineering,ARTICLE_VENUE
f7ce3b16-a516-4bd2-befa-11ebbefff26d, Communications of The ACM,ARTICLE_VENUE
29247816-960b-4147-b954-df78d975e004, international conference on software engineering,ARTICLE_VENUE
342f8c5d-d634-4036-b4ec-17d31070e3d1, Lecture Notes in Computer Science,ARTICLE_VENUE
42dfaff6-52ac-4418-8d6a-25d52754416a, Lecture Notes in Computer Science,ARTICLE_VENUE
430f5890-7d80-483f-90cd-5a4c96a8da4b, Communications of The ACM,ARTICLE_VENUE
4802f868-f0ca-4036-92bd-82ffe5abbec7, Communications of The ACM,ARTICLE_VENUE
485649f4-3be9-4043-8aaf-487bcd9098ca, Lecture Notes in Computer Science,ARTICLE_VENUE
54db4be7-9dec-4b12-b397-aa99b644b106, international conference on software engineering,ARTICLE_VENUE
5d3480ad-a6d2-44dd-a7bb-0a8e1e7216a9, Lecture Notes in Computer Science,ARTICLE_VENUE
6d4f3051-6f2b-4124-8f0a-97ccd5b2fe77, Lecture Notes in Computer Science,ARTICLE_VENUE
796831bb-f62d-4782-bd13-25f47289ff5c, Lecture Notes in Computer Science,ARTICLE_VENUE
7ad839eb-398a-464b-a1ba-3b8629fd1a61, Lecture Notes in Computer Science,ARTICLE_VENUE
7ca40a65-e10f-4ac3-9f9f-8e8f1b13ba25, international conference on software engineering,ARTICLE_VENUE
8630d438-dbe3-43bf-8e75-0e5bc6aa9a42, Communications of The ACM,ARTICLE_VENUE
88bf30b6-5ae4-4ab6-8f3e-1060fc4c9d0d, Communications of The ACM,ARTICLE_VENUE
9732534e-32df-447c-9c4e-6963fb10396a, Lecture Notes in Computer Science,ARTICLE_VENUE
a7fc4ef4-b172-4054-8ae6-7b9688742ee6, Lecture Notes in Computer Science,ARTICLE_VENUE
af4e28ab-0780-4649-88ac-9dfa13e94cd8, Lecture Notes in Computer Science,ARTICLE_VENUE
ca76c78f-b480-48e1-8b2b-7d090caa3725, Lecture Notes in Computer Science,ARTICLE_VENUE
caccf07d-d329-4cff-9837-0cce62eae998, Lecture Notes in Computer Science,ARTICLE_VENUE
cf821f8a-65f9-433d-a64f-918c6433c19c, Lecture Notes in Computer Science,ARTICLE_VENUE
d0dd2fb7-6a59-459f-917f-9d7d3d199ffa, international conference on software engineering,ARTICLE_VENUE
d3db0d32-9198-4565-8fb3-c99e82f0b9e1, international conference on software engineering,ARTICLE_VENUE
d76d3e2c-3a5b-476c-95c3-2c97ef6c9f97, Lecture Notes in Computer Science,ARTICLE_VENUE
dbf22cd7-8fae-4a5c-a6e6-47b286e9f17d, international conference on software engineering,ARTICLE_VENUE
eb5137dc-524a-46c7-a617-13327b7eeba5, Lecture Notes in Computer Science,ARTICLE_VENUE
f0fef649-45de-4102-9f7d-4f99072b3172, Lecture Notes in Computer Science,ARTICLE_VENUE
f32e30b3-9635-4cdc-8cdb-d8fbb449c491, advances in computing and communications,ARTICLE_VENUE
fda2dce7-01d8-44cd-b362-d2e793c8e49d, Lecture Notes in Computer Science,ARTICLE_VENUE
04972269-65d7-48ce-8c69-0f7ec8bc0813, Lecture Notes in Computer Science,ARTICLE_VENUE
0994ce4a-e0d9-443d-8d73-c3f823203096, advances in computing and communications,ARTICLE_VENUE
0dc7dc4c-6adc-4171-bb34-e5370ee0e4bd, Communications of The ACM,ARTICLE_VENUE
23015064-6403-4138-aaa0-5fc09e86a359, Communications of The ACM,ARTICLE_VENUE
29bcebe0-1d73-45f7-8ea3-cdf64b1763a3, Lecture Notes in Computer Science,ARTICLE_VENUE
357afd98-4ac5-49dc-96aa-92aa4c8038ed, international conference on software engineering,ARTICLE_VENUE
469621a6-4320-48ba-ad2a-672242465f2b, Lecture Notes in Computer Science,ARTICLE_VENUE
4d36532d-2a65-44db-9fd2-8edec8f86521, Communications of The ACM,ARTICLE_VENUE
51751781-9bac-47ec-8bcf-f69f39eb58a3, Lecture Notes in Computer Science,ARTICLE_VENUE
5c7d9102-37b3-4afc-b623-51ff1097006b, Communications of The ACM,ARTICLE_VENUE
631ef7b6-dd4c-4964-b6db-8b933e15c540, advances in computing and communications,ARTICLE_VENUE
6479279c-5e34-4416-8137-f3f7f59d3f7d, international conference on software engineering,ARTICLE_VENUE
6d9ceae9-78ec-49d4-af05-586473ec210d, Communications of The ACM,ARTICLE_VENUE
6eff29f5-55b5-421f-abc5-65d1d49751a7, Lecture Notes in Computer Science,ARTICLE_VENUE
8cf5ac98-16df-487f-9d2e-237e552f3e7d, Lecture Notes in Computer Science,ARTICLE_VENUE
8d2ae8ec-db02-42cc-a07f-c70a4bf680e1, Lecture Notes in Computer Science,ARTICLE_VENUE
95f4ab43-2950-47aa-8e56-d909444ab923, Lecture Notes in Computer Science,ARTICLE_VENUE
a7e572f9-d7ff-4dfe-b5c1-b1588d0bb5e1, advances in computing and communications,ARTICLE_VENUE
afa6a579-b3c5-4d16-adbf-a8c9463160ad, Lecture Notes in Computer Science,ARTICLE_VENUE
d32bc7b8-8765-4aed-ba86-436d9854c7ce, Communications of The ACM,ARTICLE_VENUE
d4f07a98-57b5-4e43-841e-925e64d593ba, Lecture Notes in Computer Science,ARTICLE_VENUE
dc63bb12-25ad-423d-a107-1380d3df0e78, Lecture Notes in Computer Science,ARTICLE_VENUE
dfd40adb-9eb3-486e-9124-9c27cf8cf885, Lecture Notes in Computer Science,ARTICLE_VENUE
dfe2a05f-3216-446a-9173-bfba673acd14, international conference on software engineering,ARTICLE_VENUE
06b1361c-a547-4fb0-b524-1284ea3ff658, Lecture Notes in Computer Science,ARTICLE_VENUE
10c2d887-e11c-422b-b8af-84ea79785fae, advances in computing and communications,ARTICLE_VENUE
16d7c077-312f-4f56-9d60-cf50a7aa6129, Lecture Notes in Computer Science,ARTICLE_VENUE
1839582e-324b-45fd-8b27-f115f67d944a, Lecture Notes in Computer Science,ARTICLE_VENUE
230a0edd-da26-4a52-871b-3e293902f21b, international conference on software engineering,ARTICLE_VENUE
278d8ff8-4018-4222-862d-0670edc6cd85, Lecture Notes in Computer Science,ARTICLE_VENUE
2bac1d8f-5155-47c1-9f19-0c298e7a7399, advances in computing and communications,ARTICLE_VENUE
2ee9c82e-41f7-4efc-9208-2bfb14dba65e, international conference on software engineering,ARTICLE_VENUE
301623ef-4156-4fe3-b93e-e81348d54a6b, Lecture Notes in Computer Science,ARTICLE_VENUE
e894b0b4-85fc-4fb9-b272-355298ce7f66, advances in computing and communications,ARTICLE_VENUE
f3ab1da0-e7d4-48bf-8ac7-a4ffa7582116, advances in computing and communications,ARTICLE_VENUE
f702f10c-e20b-4b6c-a5b5-07a59ab13a9d, Lecture Notes in Computer Science,ARTICLE_VENUE
37439685-0f7f-4fe5-b33a-0565fb4801c4, international conference on software engineering,ARTICLE_VENUE
3984beae-ef74-42ae-bc81-bfabac9bf771, international conference on software engineering,ARTICLE_VENUE
48c998b7-a203-44bc-9f4a-b59ac558ea8f, international conference on software engineering,ARTICLE_VENUE
4c9be8ee-8f83-4356-a913-76991757d6b9, Lecture Notes in Computer Science,ARTICLE_VENUE
594ae291-b314-46d3-aca4-3266bae1b91e, Communications of The ACM,ARTICLE_VENUE
5c6e7797-7842-4654-8b07-b63c055311c7, Lecture Notes in Computer Science,ARTICLE_VENUE
743921ee-6ab3-4bce-837e-0b63f0319913, Lecture Notes in Computer Science,ARTICLE_VENUE
7bfb640d-b0ae-42e4-ba5d-9e94b25d327e, Lecture Notes in Computer Science,ARTICLE_VENUE
7dd42819-c0f2-42f1-91c4-cab7a2eef0d4, international conference on software engineering,ARTICLE_VENUE
834bddbf-3907-4067-91ba-0e827df747dc, Communications of The ACM,ARTICLE_VENUE
86feaecd-1417-4912-b69e-3084547bec18, Communications of The ACM,ARTICLE_VENUE
8965a7b8-04b2-494f-8204-01662e1c4fb3, Lecture Notes in Computer Science,ARTICLE_VENUE
9e8b4072-b3e4-45ad-b451-35a24bda5f0e, Communications of The ACM,ARTICLE_VENUE
a2ef752d-d869-4923-940c-5364ee851d96, Lecture Notes in Computer Science,ARTICLE_VENUE
b6d15677-62cc-430a-b38b-08463a7ab3d2, Lecture Notes in Computer Science,ARTICLE_VENUE
00238bf8-e192-40c1-ac85-1007d32a8020, advances in computing and communications,ARTICLE_VENUE
00828542-ac45-49a2-8019-d248989789a4, advances in computing and communications,ARTICLE_VENUE
07ed9179-09d8-41ce-ae4b-5466c1dd63c0, Communications of The ACM,ARTICLE_VENUE
0851868b-d29b-4066-b6f3-f7768c0154b8, Lecture Notes in Computer Science,ARTICLE_VENUE
d33d4800-a39c-46ea-a6e4-559bf84d090b, Communications of The ACM,ARTICLE_VENUE
ec37177b-adb6-4d21-a71a-33b03c5a90c5, Lecture Notes in Computer Science,ARTICLE_VENUE
efe82501-f604-4db6-bb6e-f57057da4bdb, international conference on software engineering,ARTICLE_VENUE
f1d3f958-a118-407d-8e17-d06b0c0e96a7, Communications of The ACM,ARTICLE_VENUE
f665b92e-2337-4f41-9fdc-e0cdfd4a12de, Lecture Notes in Computer Science,ARTICLE_VENUE
16971162-7c2e-41ad-ae1a-a99cd396c486, Lecture Notes in Computer Science,ARTICLE_VENUE
1b03b643-b39b-480b-a9b5-ff3f7a69e889, advances in computing and communications,ARTICLE_VENUE
1ea6dce5-f264-47b3-a42f-7bad7ec99b09, Lecture Notes in Computer Science,ARTICLE_VENUE
23cb3855-59d7-4138-81df-9ea0aeb3dd8e, international conference on software engineering,ARTICLE_VENUE
38c3e610-1fc8-45d3-8adb-14d10d7589df, Lecture Notes in Computer Science,ARTICLE_VENUE
3e6be494-8e6d-4799-a99e-660349e3ca88, Lecture Notes in Computer Science,ARTICLE_VENUE
3fe3ccd8-d702-4fa5-b974-8a5fbb579d67, Lecture Notes in Computer Science,ARTICLE_VENUE
4570a2bf-b408-4e1c-ad4f-ca0f10ced99b, Communications of The ACM,ARTICLE_VENUE
468cb587-64a2-4d11-b610-ee3caa9b14ae, Lecture Notes in Computer Science,ARTICLE_VENUE
56c0b8ba-d22d-4948-affb-64528017e35b, international conference on software engineering,ARTICLE_VENUE
59f48c39-4b4a-465c-8779-ec80f31afa4e, Lecture Notes in Computer Science,ARTICLE_VENUE
6778ebe0-b797-4026-99b0-dadd15af5b23, international conference on software engineering,ARTICLE_VENUE
6ef950f5-8c4e-4bcc-b2a0-ee94c048f834, Communications of The ACM,ARTICLE_VENUE
767089dc-b7ee-4917-bba6-c5d0de7b2ba4, Lecture Notes in Computer Science,ARTICLE_VENUE
78986828-672a-4c81-85a7-b2b3f6318197, Lecture Notes in Computer Science,ARTICLE_VENUE
79b72647-a05d-4195-8ae4-92ea393c1c0c, Lecture Notes in Computer Science,ARTICLE_VENUE
7d8b5909-18b4-4634-9ccb-3cad5f853e24, international conference on software engineering,ARTICLE_VENUE
8212ccdd-7e04-4b50-bfeb-2dada53ef993, advances in computing and communications,ARTICLE_VENUE
847dca73-790f-4062-bb59-55e1cd465d36, Communications of The ACM,ARTICLE_VENUE
8ef51c33-ae65-4905-ba1b-b7bd0160aadc, international conference on software engineering,ARTICLE_VENUE
94204b19-827c-4a38-9092-298843977276, international conference on software engineering,ARTICLE_VENUE
a19a4a75-2116-4fdf-aae3-f57ce242ad16, international conference on software engineering,ARTICLE_VENUE
